0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;0;0;0;0;0;0;0;0;0;0;0;0;450;450;450;450;450;450;450;450;450;450;450;450;0;0;0;0;0;0;0;0;0;0;0;0;130;131;131;131;131;131;131;131;131;131;131;132;0;0;0;0;0;0;0;0;0;0;0;0;309;310;310;310;310;310;310;310;310;310;310;268435765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;0;0;0;0;0;0;0;0;0;0;0;0;450;450;450;450;450;450;450;450;450;450;450;450;0;0;0;0;0;0;0;0;0;0;0;0;146;450;450;450;450;450;450;450;450;450;450;148;0;0;0;0;0;0;0;0;0;0;0;0;1879048502;257;257;257;257;257;257;257;257;257;257;1073742134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;0;0;0;0;0;0;0;0;0;0;0;0;450;450;450;450;450;450;450;450;450;450;450;450;0;0;0;0;0;0;0;0;0;0;0;0;146;450;450;450;450;450;450;450;450;450;450;148;0;0;0;0;0;0;0;0;0;0;0;0;1879048502;257;257;257;257;257;257;257;257;257;257;1073742134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;378;378;375;375;375;375;375;375;375;375;375;375;375;375;375;375;375;375;375;375;375;378;378;0;0;0;0;0;0;0;0;0;0;0;0;450;450;450;450;450;450;450;450;450;450;450;450;0;0;0;0;0;0;0;0;0;0;0;0;146;450;450;450;450;450;450;450;450;450;450;148;0;0;0;0;0;0;0;0;0;0;0;0;1879048502;257;257;257;257;257;257;257;257;257;257;1073742134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;36;36;375;375;375;375;375;375;36;36;36;36;36;36;375;375;375;375;375;375;375;378;378;0;0;0;0;0;0;0;0;0;0;0;0;450;450;450;450;450;450;450;450;450;450;450;450;0;0;0;0;0;0;0;0;0;0;0;0;146;450;450;450;450;450;450;450;450;450;450;148;0;0;0;0;0;0;0;0;0;0;0;0;1879048502;257;257;257;257;257;257;257;257;257;257;1073742134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;375;36;375;375;375;378;378;0;0;0;0;0;0;0;0;0;0;0;0;450;450;450;450;450;450;450;450;450;450;450;450;0;0;0;0;0;0;0;0;0;0;0;0;146;450;450;450;450;450;450;450;450;450;450;148;0;0;0;0;0;0;0;0;0;0;0;0;1879048502;257;257;257;257;257;257;257;257;257;257;1073742134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;375;36;36;36;36;378;378;0;0;0;0;0;0;0;0;0;0;0;0;450;450;450;450;450;450;450;450;450;450;450;450;0;0;0;0;0;0;0;0;0;0;0;0;146;450;450;450;450;450;450;450;450;450;450;148;0;0;0;0;0;0;0;0;0;0;0;0;1879048502;257;257;257;257;257;257;257;257;257;257;1073742134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;375;36;36;36;36;378;378;0;0;0;0;0;0;0;0;0;0;0;0;450;450;450;450;450;450;450;450;450;450;450;450;0;0;0;0;0;0;0;0;0;0;0;0;162;163;163;163;132;450;450;130;163;163;163;164;0;0;0;0;0;0;0;0;0;0;0;0;536871221;805306678;805306678;805306678;805306678;257;257;805306678;805306678;805306678;805306678;1342177589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;375;36;36;36;36;378;378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130;131;131;131;131;131;131;131;131;131;131;132;310;310;310;310;310;310;310;310;310;310;310;310;309;310;310;310;310;257;257;310;310;310;310;268435765;309;310;310;310;310;310;310;310;310;310;310;268435765;0;0;0
0;0;0;0;362;375;375;378;378;378;378;378;378;378;378;378;378;378;378;378;378;378;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;375;375;36;36;36;36;36;36;36;36;36;36;36;375;36;36;36;36;378;378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;450;450;450;450;450;450;450;450;450;450;148;310;257;257;257;257;257;257;257;257;257;257;310;1879048502;257;257;257;257;257;257;257;257;257;257;1073742134;1879048502;257;257;257;257;257;257;257;257;257;257;1073742134;0;0;0
0;0;0;0;362;375;375;378;378;378;378;378;378;378;378;378;378;378;378;378;375;375;375;375;375;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;375;36;375;375;36;36;36;36;36;36;36;36;36;36;36;375;375;36;375;375;378;378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;450;450;450;450;450;450;450;450;450;450;148;310;257;257;257;257;257;257;257;257;257;257;310;1879048502;257;257;257;257;257;257;257;257;257;257;1073742134;1879048502;257;257;257;257;257;257;257;257;257;257;1073742134;0;0;0
0;0;0;0;35;36;36;36;378;36;36;36;36;378;378;378;378;378;375;375;375;375;375;375;375;375;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;375;36;36;36;36;36;36;36;36;36;375;36;36;375;375;36;36;36;378;378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;450;450;450;450;450;450;450;450;450;450;148;310;310;310;257;310;310;257;310;310;257;257;310;1879048502;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;257;1073742134;0;0;0
